V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,class
0,1,0,0,0.8156,1.087,0,0,0,91.2987,0,0,0,0,0,0.3494,0.270316,0,0,1.7001,0,0,2.2788,0,0,0,-0.5203,0,0,0,0,0,0,0,0,-0.4196,0,0,0,50.9062,-0.0161,0,14.4818,0,0,0.3894,0,0,111.644,0,0,0.5695,1,0.9557,0
11.755845,0,0,0,0,0.8446,0.3411,0,0,0,158.461,0,0,14.0936,0,0,0,0,0,0.3596,-1.5205,0,0.9357,0,0,0,0.4762,0,0,0,10.1667,0,0,0.0525,0.3263,0,1.001319,0,140.663,44.4973,0,38.5138,0,0,0,0,0,1.0598,0,9.1478,0,0,0,0,0
0,0,0,0.4497,0,0,0,0,0,116,0,0,54.0642,0,0,0,-0.2919,-0.0761,0,-3.0281,0,14.107,6.2466,12.4199,0,1.5254,0,0,0,0,0,0.1757,0,0,0,-0.6111,88.7266,0,0,55.8793,0.245,0,0,109.868,0,0,0,0.033,0,0,0,12.5549,0,0,0
0,1,0.4083,0.1202,0,0,0,0.15,0,0,0,0,0,6.6994,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.2396,0.0112,60.9263,0.246,7.0575,0.5105,-0.8256,0,0,0,0,0,10.7178,59.0511,0,108.536,55.7662,0,0,0,0,0,47.2816,5.5461,0,0,0
0,1,0.7125,0.9078,0,0,0,0,0,180.685,0,0,23.4885,0,0,0,0,-705,0,0,0,0,0,1.9131,0,4.4823,0,58.7238,0,0,25.7844,0,10.6227,0,-0.3898,-0.3,0,0,0,0,-0.3596,40.5657,6.5946,0,59.4695,0,0.1849,0,0,0,0,0,0,0,0
1,0,0.2444,0,0.5667,0,0.2873,0.04902,0,0,116.674,86.591,0,0,0,0,0,0.0271,0,-0.9131,0,6.7939,121.046,0,0,0,0,0,0,0,0,0,0,0.5281,0,0,0,0,139.378,34.6996,5.5975,0,0,0,0,0,0,0.0666,0,0,0.4,0,0.0075,0,0
0,0,0,0,7.9772,0.7155,0,0.0363,1.0712,0,45.7788,0,0,26.6296,0,0,0,0,0,0,0,0,0,7.4148,0.5408,0.5471,0,0,0,22.5774,0,0.1839,10.26,0.0859,0,0,0,0,0,10.4716,0.1472,0,0,129.488,0,0,0.4527,0,0,0,0,3.1497,0,0,0
0.0715,0.3311,0,0,0,0,0.1634,0,0,98.5597,99.7696,0,22.3683,0,0,0,1.663662,1.5874,0,0,7.0472,0,3.645,6.8678,0,0,0,0,0.8139,0,0,0,0,0,0,0,49,0.9208,0,0,-0.1227,38.5382,0,118.862,0,0,0,0,0,0.0165,0,0,0,0.0791,0
0,0,0,0,0,0,0,0,0,137.573,102.979,87.999566,0,40.5651,0,-0.316,0,0,0,0,11.0591,9.556,0,0,-0.5606,0,1.1524,0,0.2687,0,0,0,16.0669,0,-0.9081,0,0,0.2083,132,0,0,0,15.5193,0,53.6259,0,0,0,117.675,0,0,0,0,0,0
0,1,0,0,0,0,0,0.0408,0.097,0,99.6134,100.587,83.8987,0,0,0,0,0.0197,67.6521,0,0,18.7447,0,0,0,0,0,0,0,0,27.6452,0.3393,6.351,0,0,0,0,0,0,19.4206,0,34.5337,0,0,0,0,1.0244,0.0343,0,0,22.0169,0,0,0,0
0,1,0,0.4559,0,0,0,0,0.0659,0,103.161,78.8579,0,47.61632,0,0,0,0,0,0.5681,0,0,2.4257,0,0,2.153552,2.9073,77.9282,0,0,28.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855,106.434,-0.2964,32.7186,0,0,0.991,0
0,0,0,0.2134,0,0,0.1938,0,1.0344,0,0,0,0,32.266681,0,0.684,0,0,0,0,-3.6066,12.0587,0,0,0,0.0911,1.5952,0,0.1729,-0.9485,0,0,0,0,0,0,97.4908,0,0,0,0,0,0,0,45.4365,0.5161,0.3397,0,0,0.0604,39.241,0,0,0,0
0,0,0.2687,0,0,0.9868,0,0,0,0,0,109.162,0,0,20.2149,0,-0.7161,0,74.5772,0,0,0,1.6014,2.9084,-0.6386,0,0,91.3039,0,0,28.5183,0,0,0.3384,0,0,0,0,0,0,-1,0,0,0,14.1338,0,0.4767,0,0,-0.7669,41.5534,10.7695,0,0,0
0,0,0.1396,0,0,0,0,0,0,0,0,0,0,0,0,1.2466,0,-0.1328,0,-0.0189,0,0,0,0,0,0,0,0,0,-0.6998,0,0.0896,0,0,0,3.3597,123.337,0,0,0,0,56.7107,13.2729,93.8446,34.081,0.374,0.3839,0,0,0,39.91008,0,0.0235,0.501,0
0,0,0.0889,0,0.2372,0,0,1.0761,0,91.7447,0,0,19.8245,0,0,0,-0.9072,0,68.1781,0,1.4654,0,0,0,0,0.5408,0,0,0,0,32.5573,0.4486,0,0,0,3.2866,0,0,81,41.6468,0,0,0,0,40.133347,0,0,0.0362,0,0,14.5855,0,0,0.1824,0
0,0,0.3125,0,0,0,0,0,0,132.614,50.7227,0,0,0,37.9671,0,0,2.0515,0,0,0,0,3.6111,0,1.0877,-0.1136,-0.6407,62.7262,0,-1.3884,0,0.0794,1.5492,0,0,0,0,0.0938,0,18.9082,0,0,0,0,0,0.36,0,0,108.888,0,0,0,0.1361,0,0
0.0187,0,0.1396,0.4497,0,0,0,0,1.0227,80.6494,0,0,42.5532,0,0,0.9903,0,1.0183,62.9763,0,0.0886,10.5221,2.9758,0,0,0,0,61.8306,0.1458,0.3667,0,0,0,0,0,0,108.487,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.7,0
0,0,91.527,0.5794,0,0,0,0,1.39791,0,68.8372,0,0,0,0,0,0,0,56.3349,-1.9558,4.4343,0,0,0,0,0,0,0,0,0,12.7141,0,0,0,0,0.8996,0,0.1833,0,0,0.0922,0,2.9089,0,33.6908,28.6261,0.1658,0,118.274,0.6199,0,14.7447,0,0,0
0,0,0,0,0.1651,1.009,0.3102,0,0,0,117.041,96.0794,0,0,0,0,0,0.5014,71.9082,0,3.2533,9.0842,0,0,0,0,0.8452,94.0678,0,-9.9077,24.5876,0,0,0,8.1594,0,115.566,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173,0,0.0754,0
0.0591,0,0,0.5196,0,0.3348,0,0,0,0,0,0,0,0,0,-0.1555,0,0,0,-0.0173,0,0,0,0,0,0,0,0,0.0583,0,18.5256,0,8.9171,0.0616,-0.0997,0,0,0.1389,0,0,0,36.18,15.5778,0,0,0.5861,0.455,1.0138,0,0,20.67,0,25.3788,0,0
0.5226,0,0.3139,0.1616,0.7393,0,0,1.0248,0,0,0,93.9082,0,0,0,0,0,2,0,0.1561,0,0,0,0,0,0,0,85.5776,0.1167,0,0,0,11.6757,0.5551,0,0,121.066,0,105.091,0,0,64.5471,0,0,0,1.1467,0,0,0,0,4.0759,0,2.9604,0.1777,0
6.21803,0,0,0.1795,0,0,0.2648,0,0,0,0.0206,0,0,0,0,0,0,0,0,0,-9.0142,3.2964,0,0,0,0,0,77.4262,0,0,21.6107,0.3132,0,0,0,0,0,0,102.084,0,0,0,9.9077,0,14.1463,0.5881,0,0,0,1.5383,45.7771,8.00849,12.7178,0,0
0.427,0.6147,0,0,0.7556,0,0,0,0,0,63.4243,0,0,0,0,1.812,0,1.9255,0,0,8.0538,0,0,4.6862,0,0.6429,0,0,0,0,0,0,9.2769,0,-0.0376,0.9648,0,2.2634,0,47.5337,0,0,3.2637,0,0,0.5027,0.362,0,0,2.1577,0,0,0,0,0
0,0,0.7361,0,0,0.1669,0,0,0,0,132.033,0,0,0,0,0,0,0,74.8594,0,0,0,2.177,0,-0.0765,0,0,58.5299,0,0,33.6467,0,10.4651,0,0,0,128.539,0,0,63.4559,-1,0,0,0,0,0,0,0,118.04,0,24.0818,12.8386,1,0,0
0,0.175,0,0.5195,0,0,0,0,0,0,0,0,25.3983,0,22.2398,0,-1.1297,0,83.91387,0.1481,0,0,0,0,0,0.5473,0,0,0,0,0,0,13.9113,0,0,23.48,0,0,24.4,0,0,50.0189,14.8686,95.739,0,0.592,0,0.03043,131.588,0,0,0.7563,0,0,0
0,0,0,0,0.6631,0.2373,0,0.0796,0,0,0,0,50.1362,0,43.7197,0,0.2125,1.5975,0,0.7,0,16.8337,0,4.7,-0.0082,0,-0.4446,0,1,0,0,0.4182,0,0,0,0,29.812,0,0,0,0,0,0,0,0,0,0,0,102.531,0,0.333,0,0.0497,0,0
0,0,0,0,0,0.979,0,1.0253,0,0,122.646,116.08,0,0,0,0,0,0,75.7698,0,0,0,1.7965,3.7572,0,0,0,60.6971,0.5361,0,0,0.2192,0,0.3067,0,0.4106,0,0,0,0.5995,0,39.5334,0,0,26.7207,0.6379,0,0,95.7287,0,0,19.16513,0,0,0
0,0,0,0.4382,0.9696,0,0.1838,0,0,131.464,0,0,0,0,0,0,-0.3106,0,0,0.2986,0,0,0,0,0,0,0,0,0,0,32,0,0,0.6292,5.8239,0,0,0.2444,132.65,0,0,0,0.9485,0,0,0.6423,0,1.0319,98.8787,-0.4594,0,13.6911,0.1251,0,0
1,0,0,0,0,0.3,0,0,0,134.578,0,0,0,0,0,0,-0.2483,-0.0901,0,0,0.52,0,2.25991,5.5893,0,-1.3528,0,0,0,-0.6278,0,0.1049,0,0.2511,0,0,0,0,0,24.6255,0,0,0,0,0,0,0.2839,0.0204,0,0,0,13.8207,0.257555,0.0787,0
0,0,0,0,0,0.9814,0,0.0178,0,0,181.86604,0,0,0,0,0,0,0,83,0,0,4.6693,0.9127,1.8256,0,-0.1428,0,73.0706,0,1.1613,49.5842,0,2.7111,0,2.6808,0,0,0.2194,130.372,0,0,0,0,94.6625,0,0,0,0,0,0,0,12.3554,1,0,0
0.0473,0,0.5804,0,0,0,0,0,0,0,0,111.439,30.5837,0,0,0,0,0.6103,0,0,-5.0095,0,2.2971,0,0,0,0,85.1714,0,0,0,0.3966,5.5139,0,0,0.0479,0,0.1167,97.8295,40.0187,0,0,15.2557,87.489,0,0,0,0,0,0,1.30725,0,1,0,0
0,0,0,0.1389,0,0.7107,0.3839,0,0,47.8659,42.3179,23.6191,0,0,22.3187,0,2.7262,2.5984,0,0,0,0,0,3.0271,0,-0.1605,0,55.0887,0,0,0,0,0,0.3668,0,0,10,0.5542,0,38.4921,0,0,0,0,22.2997,0,1.6278,0,0,0.0963,0,0,0,0,0
0,0,0,0,0,0.2362,0,0,0,0,0,0,0,23.0297,21.24,0,0,0,0,0,0,7.7575,0,0,1.0194,-0.1327,0,0,0.0542,0,0,0.1292,0,0,4.9641,0,131.753,0,135.987,0,0.1587,32.3187,0,0,28.5773,0,0.4743,0.0273,0,-1.2358,0,0,0,4.8471,0
0,0.2646,0,79.987065,0,0,0,0,0,0,120.668032,106.473,0,0,0,0,0,2.0029,71.7341,0,1.3581,0,1.5689,0,0,0,-0.7244,0,0,0,25.2516,0,0,0,0,0,94.4464,0,125.49,0,0.3598,16.6448,0,93.7767,0,0,0,0,0,0,43.7942,0,0.14,0.1028,0
0,0,0,0.8302,0.8081,0.2138,0.270611,1.0734,0,0,0,47.3999,0,0,0,0.4281,0,0,59.614,0,25.184,15.8,3.2758,10.7908,0,0,0,0,0,3.9061,0,0,0,0,-2.9509,0,133.935,0,0,0,0,0,2.981,0,0,0,0,0,0,0,0,2.9841,0,0.5179,0
0.0703,0,0,0,0.5681,0,0,0,0,0,98.7389,91.9604,0,0,0,0,0.0688,0,67.2513,-0.6147,0,18.3914,0,0,0,0,0,0,0,0,0,0,12.7997,0,-1.5497,-0.0763,116.474,0.2667,0,0,-0.5361,0,0,0,0,0,0,0,108.882,0,0,0,1,0,0
0,0.8604,0,0,0,0.8084,0.3347,0,0,0,0,0,0,0,28.8462,0,0,0,74.5928,0,0,0,2.5337,5.7,0,0,0,0,0,4.0397,0,0,0,0.1291,0,0,97.0551,0,0,50.9131,1.2356,0,0,75.3109,0,0.3223,0.2939,0,0,1.3697,0,0,0.1394,0.9989,0
0,0,0.3292,0,0,0.2839,0,0.0556,0,0,0,76.9258,0,29.16,0,0,0,0,0,0,26.549,0,0,0,0,1.3128,1.9378,0,0,-0.7252,45.8937,0,3.38581,0.0995,0,0,105.462,0,0,47.8471,0.3697,34.7974,0,0,0,0,0,0,0,0,32.4273,0,0,0.3999,0
0,0,13.5188,0,0.8012,0,0,0,0,117.139,0,0,0,37.1707,0,0.4265,0,0,65.0598,0,10.7131,10.9196,0,0,0,0,0,74.051,0,-0.0027,0,0,0,0,0,10.25,118.242,0.2417,137.125,0,0,57.3821,0,0,0,0.4972,0,0.0354,0,0,0,0,1,0,0
1,0.075,0.0479,0.5094,0,0.0485,0,0.0167,0,0,0,78.9756,63.704,0,0,0,0,0.6407,70.1479,2.4583,0,0,0,0,-0.1585,0,-0.111,0,0,-0.2987,0,0,0,0,0,0,0,0,150,0,-0.26,0,11.8207,0,0,0.0456,0,0,0,0,47.5894,0,0,0,0
0,0,0,0,0,0.981,0.2668,0,0,0,125.652,0,0,31.7885,29.7474,0,0,-0.3858,0,-1.5684,-2.4285,0,0,0,0,0,0,96.6404,0,0,0,0,0,0,0,0.474,101.99903,0,119.776,0,0,0,138.645,0,42.79553,1.3299,0,0.0156,0,0,43.0358,0,0,0,0
1,0,112.63602,0,0,0,0.4821,0,0.5957,0,0,0,0,0,0,0.5776,0,0,0,0,0.0752,14.1783,0,0,-0.2154,-0.1208,0,0,0,0,0,0,0,0.582,-0.0791,0,0,0.3594,0,0,0,107.791,0,0,38.5841,0,0.4032,0,113.683,0,19.2488,0,0.0109,0,0
0,1,0,0.0841,0,1.0055,0,0,0,0,0,78.8594,0,0,0,0,3.6347,3.5406,0,0,0,0,0,3.5205,0,0,0,74.9255,0,0,51.0796,0,0,0.0644,0,0,0,0.1806,137.369,0,0,0,0,0,0,0.5015,0,0.0343,0,0,8.7911,0,1,0.0577,0
104.1,0,0,0,0,0,0,0,0.159,0,0,0,33.9129,0,0,-0.0815,0,0,62.6431,0,25.6404,9.3131,3.7693,0,0,-0.2053,0.5193,0,0.396958,-4.7885,0,0.6062,0,0,0,0,0,0,0,0,1.6838,0,0,100.834,0,0.5168,0,0,0,4.439,0,0,0,1.0297,0
0,0,0,0,0,0,0,0,0.3379,0,0,0,42.0148,0,0,0,0,-0.1093,0,0,0,3.8784,1.31,0,-0.5232,2.3722,-0.4228,0,0,0,54.2636,0.1464,0,0.0999,-8.6343,0.0281,0,0,0,38.9111,0,27.5849,2.3196,0,0,0.5016,0,0,0,0,0,0,0,0,0
0,0.5667,0,0,0,0.5708,0,0,0,118.917,0,0,29.1605,0,0,0,-0.1247,-0.041,0,0,0,7,3.0759,0,0,0,0,0,0,0,10.4205,0.123,8.5851,0.1788,2.4,0.5278,0,0,0,0,0,45.5481,0,0,0,0,0,0,0,0.0887,0,12.2155,1,0,0
0,0,0,0,0.8061,0.9655,0,0,4.6019,0,97.9077,105.493,41.7491,0,0,0,-0.4178,0,0,-1.4813,-0.8782,0,0,4.2423,0,0,0,0,0.2125,0,0,0,0,1.0912,0,2.3111,0,0,123.538,20.1467,0,0,3.1822,0,90.1778,0,0,0,0,0,0,0.454746,0,0,0
0,0,0,0.5143,0,0.1161,0.5016,0,0,139.478,178.72,0,0,0,13.8789,-0.6276,0,0,0,0,0,0,0,0,0,2.2799,0,49.5041,0,-0.9405,9.7722,0,0,0.2488,0,0,75.331,0,116.556,0,0,0,0,0,0,0.692,0,0.0572,0,0,10.6019,0,0,0,0
0,0,0.5333,0.4771,0,0.644,0.5851,0,0,82.3834,84.7761,111.546,0,0,0,0.0944,0,0.2966,61.7581,0,-3.6897,0,0,0,0,0,0,0,0,0,0,0,16.1799,0.2997,0,0,130.818,0,0,0,-0.2523,0,0,0,26.2723,0,0,1.0257,0,0,0,0,18.299,0,0
0,0.2687,0,0,0,0,0.1953,0,0,9.8187,0,0,0,0,6.375081,0,0,0,0,0,0,4.5149,0,0,0,0,0,0,0.2812,0,0,0,9.2818,0,-1.5879,0.0777,93.691,0,121.478,14.899,0,0,18.7491,0,0,0.4816,0,1.0571,117.801,0.6116,0,7.1396,0,0,0
0,1,0,0,0.188,1.0248,0,0.0387,0,0,0,0,16.624,15,16.4133,0,0,0,86.0984,0,0,4.6754,0,0,0,0,0,0,0.0667,0,26.5361,0.4333,0,0.29,0,0,0,0,95.91004,0,0,41.0885,0,0,0,0,0,0.0225,110.46,0,14.6808,0,0,0,0
0,0,0,0,0,0,0.4106,0,1.1206,181.88709,0,0,29.9802,0,0,0,0,0,83.1756,0,11.5492,0,0,0,1,0,0,0,0,-0.0341,12.7052,0,0,0,-3.1451,0.6368,0,0,140.442,17.5963,-1.1434,0,13.0828,0,0,0.4948,0.4533,0,0,0,0,0,0.0232,0,0
0.0246,0,0,0,0.1414,0,0,0.021,0.2256,0,0,0,12.8579,0,0,0,0,0,0,0,0,0,0.6159,0,-1,-0.3304,0,61.4685,0,0,36.5126,0,6.4285,0,-4.1516,0,0,0,0,54.6867,0,0,0,0,0,0,1.1008,0,0,0,0,11.5879,0.0247,0.1297,0
1,0.180625,0,0,0,0,0.1163,0,0.3615,0,0,161.737,11.9792,14.81203,0,-0.1701,0,0,79.8271,0,0.6292,29.3542,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,121.083,0,0,0,0.35,0,2.3872,0,68.9657,0,0,0,81.6747,0,0,0,0,0,0
0,0,0.1333,0,0.891,0,0,0,0,0,83.4543,0,52.0361,56.7513,0,0,0,0,0,3.2868,-9.2983,14.6108,0,13.4776,0,0,0,0,0,0,13.1389,15.7693,0,54.12,4.8446,-0.249,0,0.5028,0,0,0,0,0,0,0,0.9255,0,0,0,0,0,11.0387,1,0,0
0,20.929,0,0,11.292,0,0.3559,0,135.88,0,113.675,0,0,0,0,0,-0.4131,-0.5183,71.7828,0,0,13.919,0,0,0,0,0,0,0,0,0,0.1549,0,0.38,-0.1703,0,0,0.4719,119.774,0,0.8391,0,5.7957,0,14.7169,0,0,0.0289,0,0,0,0,0,0,0
0.0357,0,0,0,0.8166,0.9661,0.2837,0,0,0,0,0,24.6152,0,0,0,0,4.0257,0,0,0,7.0529,0,0,0,1.0142,0.2452,0,0,-1.0281,0,0,8.0842,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0.1951,0.0588,109.755,3.1591,12.3862,0,0,0.3,0
1,6.7696,0.2861,0,0,1.0458,0,0.021,0,0,0,0,0,0,0,0.4826,0.4828,0,0,0,1.4285,10.3,0,2.3871,-0.9353,0,0,0,0.1542,0,37.7858,0,7.9405,0,0,0,0,0,99.5532,0,0,0,13.9227,0,51.0604,0,0.5179,0,0,0,15.4367,0,0,0,0
1,0,0.2417,0,0,0,0,0,0.3317,90.824,0,55.9124,47.4248,47.5911,0,0.6273,0,0,0,-0.0233,0,9.4137,0,0,0,3.8789,0,0,0,0,0,0,0,0.055,0,0.2868,108.073,0,0,21.7266,0,0,0,0,0,0,0.5263,0,0,0,0,0,5.15,0,0
0,0,0.2861,0,0.864,0.1337,0,0,0,0,77.7066,0,51.7662,0,0,0.7538,1.0764,0,0,0,0,16.5691,5.2462,0,0,1.018,0,0,0,0,0,0,15.4695,0,0,0.8167,0,0,0,0,0.0499,11.9069,12.5831,0,0,0,0,0.0896,140.272,0,0,55.7111,0,0,0
0,0,0.2751,0,0.5127,0,0.0643,0.3179,1.0121,0.2083,0,0,0,0,0,0,0,0,83.7238,0.5343,0,9.6951,2.214,0,0,-0.0879,0,0,0,0,0,0,0,0,0,-0.9685,124.885,0,0,0,0.7695,24.9802,0,0,0,0.469,0.6111,0,0,0,0,0,0,0.1524,0
0,0,0,0,0,0,0.445,0.0286,0,0,0,0,0,0,0,-0.2109,0,-1.9087,84.2995,-0.4131,0,0,0,0,-0.6165,147.557,0,59.2485,1,0,41.91003,0,1.4562,0,0,-0.0143,0,0,0,0,0,28.8471,0,112.1741,0,0.454,0,0,115.636,0,0,0,1,0,0
0,0,0.12,0,0.2463,0,0.245,0,1.1519,121.384,0,0,0,24.5274,0,0,-0.3746,-0.0887,0,1.2975,0,4.9061,0,3.2149,0,0.5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3351,0,0.0511,150.749,0,0,9.5663,0.1145,0.4106,0
0,0,0,0,0,0,0,0,0,0,130.587,0,31.4335,0,11.6406,0,0,0.3775,76.5677,-1.3042,-0.8989,0,0,2.719,0,0,-0.1172,0,0,0,0,1.001594,0,0.3159,0,0,0,0,0,35.4669,0,47.7706,0,0,0,0,0,0,0,0,52.0288,0,0,0.2624,0
0.0233,0,0,0,0,0,0,0.0958,0.3071,0,0,0,0,0,0,0,0,0,60.5221,0,9.5934,14.6636,0,4.9263,0,0,0,0,1,5.7072,26.6933,0,0,0,2.0189,0,0,0,0,7.488425,0,15.592,7.6426,101.081,0,0,0,0,81.2576,-0.0337,0,0,0,0,0
0,1,0,0.5281,0,0.409538,0.4273,0,0,0,0.9243,0,15.6641,0,0,0,0,0,80.2953,0,0,2.3771,1.2136,0,-1,0,0,68.8123,0,0,0,0,0,0,-1.2487,-0.4514,0,0,128.468,0,0.7117,0,0,0,0,0.2868,0.3201,1.0712,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,81.6162,0,0,10.3223,0,0,1.8997,0,3.7709,0,4.9078,0,0,0,-1.9072,0,79.1456,1,0,8.5963,0,0,0,0,0.2703,124.869,0,0,14.9386,0,0,0,128.046,11.824,0,0,0,105.239,0.0879,0,2.0288,0.0497,0,0
0,6.4778,0,0.2452,0,0,0,0.0286,0.1777,0,43.7012,22.7746,0,0,0,0,0,2.0919,0,16.2139,0,33.1766,0,0,1.3814,0,0,0,0,-2.1541,31.327,0,0,0,0,0,0,40.08,0,7.1795,0,0,32.45,0,0,0,0,0.0464,0,0,0,1.9061,0.0129,0,0
0.0259,0.4062,0,0.0841,0,0,0,1.0157,0,95.1874,0,0,0,0,0,0,0,0,0,0,0,0,2.1795,4.6334,0,0,0.4031,0,0.1354,0.5247,0,0,4.6655,0.3296,0,0,0,0,0,0,0,19.8795,0,100.761,0,0.4346,0.724,0,123.54,0,0,12.5959,0,0,0
0,0.2396,0,0,0,0,0.1478,0,0,84.8999,0,0,0,0,0,0,0,0,0,-1.1524,4.7274,0,0,0,-0.3779,0,0,0,0,0,0,0.1473,0,0,-0.5343,0,0,0,0,28.3136,0,0,0,0,28.3201,0,0.2155,0.016,0,0,23.4273,0,1,0.2674,0
0,0.2271,0,0.6039,0,0,0.1366,0.0164,0.2565,0,89.0961,0,0,0,0,-0.1038,0,0,63.4944,0,6.2691,0,0,3.4736,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,51.269,0,0,12.4686,0,0,0,0,0,105.943,-0.0727,18.0368,10.7561,1,0,0
0,0,0,0,0,0.0797,0.1527,0,132.456,0,0,0,0,0,0,0,0,1.027,0,0,9.2083,0,7.3107,0,-0.3792,0,0,0,0,0,45.5585,0.2137,0,0,0,0,0,0,111.916,10.0238,0,0,15.7912,131.69,0,0.4077,1,0.0277,0,0,21.8579,125.68,0,0,0
0.3271,0,0,0,0,0,0,0.0195,0,172.066,0,0,17.6116,0,0,-1.4094,-0.6371,-0.4428,82.8608,0,0,0,0,0,-0.7936,0,0,72.9087,0,0,0,0,0,0.1292,0,0,109.26,0,104.612,0,0,0,0.0526,108.165,0,0,0,0.0304,0,0,0,0,1,0.2074,0
1,0.839,0.1458,0,0.2494,0,0,0,0.312,0,0,146.363,0,0,0,-2.0171,0,-1,0,0,0,4.9074,0,2.5389,0,-0.9802,0,0,0,0,0,0,0,0,0,0.5263,0,0,0,0,0,54.9273,0.0397,0,0,0,0,0,0,0.5897,24.9339,0,0,1.0288,0
0,0.4125,0.1361,0.1491,0,0,0.2335,0,1.0787,105.238,43.6259,0,0,0,41.0343,0,0,0,0,0,0,0,3.1256,0,0,0,0,63.5484,0,0,0.8472,0,0,0,0,0,0,0,0,0,0.4528,0,11.5492,0,0,0.2979,0.3863,0.0167,133.032,0,0,22.7554,0,0,0
1,0,0,0,0.4528,0,0,0,0,0,145.041,0,0,0,0,-0.6014,0,-0.8798,0,0,0,0,0,3.7207,0,0.5646,0.0793,0,0.0813,0,0,0.3182,0,0.2365,0,-1.3173,0,0.2583,0,0,1.0481,0,0,0,0,0,0,0,0,-0.7272,43.927,7.2191,0.0298,0,0
0,0,0,0.7748,0.8623,0,0,0,0.6856,0,0,0,0,36.5016,35.5666,0,0,0,0,0,0,8.6942,1.4346,0,0,-0.4686,-0.0066,0,0,0,55.0518,0,11.5343,0,0,0,0,0.5667,0,0,0,0,10.2846,0,51.3526,0.5883,0,0,0,-0.7197,38.3976,10.2637,0,0,0
0.0821,0,0,0.2909,0.319,0.8376,0.712,0.1184,0,0,0,0,0,0,0,0,0,0,0,0,0,7.157,0,0,-0.1206,0,0,0,0,0,0,0,0,0.2594,0,0,143.354,0,0,27.6946,-0.901,53.7264,13.78235836,0,33.8443,0,0,0,0,0.3201,0,0,0,1.1337,0
0.2594,2.6825,0,0,0,0.1147,0,0,0,0,139.077,0,0,52.8072,0,0,0,0,0,2.39,0,0,3.9763,4.8671,-0.4435,0,0,0,0.125,0,31.8376,0.3241,10.5641,0,0,0,0,0,0,37.7693,-0.4178,0,3.9648,0,0,0,0,0.0479,98,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.2031,102.339,103.586,0,42.2789,0,0,0,0.1202,0.1621,0,0,0,0,0,0,0,0.5254,0,65.9372,0,-1.9472,49.8086,0.1677,0,0.5922,-0.5478,0,0,0,0,43.5196,0,0.1132,0,85.5343,0,0.2469,0,0,0,0,31.6748,0,0,0,0
1,0,0,0.5226,0.4741,0,0,0,0.2788,0,0,0,0,24.7875,0,0,0,0,83.3836,0,0,0,0,0,0,0,0,85.2862,0,0.1558,0,0.251,12.3246,0.3698,0,0,128.089,0,0,60,0,0,3.3201,74.255591,0,0.6631,0.1026,0,0,0,19.1269,0,0,0,0
0,0,0,0.0708,0,0.2443,0.0757,0.0362,0,0,0,48.4795,26.0753,0,0,0,0,1.2762,0,0,0,0,0,2.0711,0,0,0,76.9509,0,0,0,0,0,0,-0.9494,0,0,0,0,32.7967,0.1034,0.1794,0,88.724,0,0.7012,0,0,140.485,0,46.3332,0,0,0.6396,0
0.0144,0,1,0,0,0,0.9286,0,0,145.916,0,0,0,31.0707,30.9678,0,0,-0.3625,0,0,13.2906,33,0,3.0297,0,-0.7125,1.38405,67.8079,0,0,0,0,0,0,0,0,91.2761,0,0,0,2.3243,0,0,100.162,0,0.4885,0,0,0,0,25.4686,0.2374,0,0,0
0,0,0.1281,0,0,0,0.1612,0,0,0,0,82.6945,20.3684,0,21.8579,0,0.385976,0,0,0,0,0,0,0,-0.3037,0,-1.5343,0,0,-0.3921,0,0.3137,0,0.5071,0,0,0,0,0,17.8372,0,0.1766,4.3731,138.178,0,0,1,0,0,0,0,0,0,0.9062,0
0.0443,0.5229,0.3472,0,0,0.4117,0,0,0,107.652,0,0,0,20.0908,0,0,0,0.0233,0,0,0,0,0,0,-0.2704,0,0,64.68,1,0,0,0,3.37,0,-11.72,0.4889,0,0,0,11.827,0,0,0,0,0,0,0,0.0345,105.37,-2,0,0,0.0362,0,0
0,0,0,0.6141,0.139,0,0,0,0.4368,147.88706,152.93,0,15.9061,0,17.25922,-489,0,0,0,0.7528,0,0,0,0,0,0,0,0,0,0,0,0.0585,10.6958,0,0,0,0,0,0,0,0,0,8.4608,120.074,24.2491,0.4349,0,0,114.541,0.9082,17.0649,0,0,0,0
