synindex,class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
6,1,0.15875,0.195833,0.980556,0.0836081,0.456752,0.169262,0.965851,0.0310951,0.173287,78.8913,109.708,156.872,54.3715,61.2132,59.789,0.792807,0.275249,-0.249271,67.0106,-0.248677,-21.0148,18.3053,6.16368,8.68977,-0.520228,2.56357,-0.622656,75.1875,1,0.808163,28.6549,0.154855,8.45021,0.414018,0.254094,1.65884,93.3945,0.125,156.505,62.8913,-0.688592,13.1205,3.76054,92.2161,33.6737,0.450684,0.638339,0.0151677,63.2896,1.14342,56.3307,2.40071,0.195404,0.207935
7,1,0.0993576,0.527083,0.611111,0.781518,0.478575,0.561029,0.426859,0.0576038,0.691538,108.632,85.4372,66.4403,54.4766,51.3504,37.9482,0.773404,1.03386,0.870822,62.9356,4.859,11.1381,14.7739,5.326,8.22672,0.390475,0.809028,0.233444,78.8815,0.183333,-0.0598796,11.147,0.481005,14.835,0.495555,4.12701,-5.0628,151.641,0.328125,110.476,27.2894,-0.324112,39.6556,15.7906,186.531,72.1378,0.506936,0.419196,0.0185867,119.179,1.34021,26.6551,7.04141,0.18331,0.894868
8,1,0.0993461,0.905556,0.214583,0.306617,0.928093,0.757485,0.183785,0.0431642,0.488743,191.391,198.446,214.002,18.3672,21.4737,25.0949,-4.56535,-4.65219,-4.77602,90.4246,0.248855,-4.07547,4.92028,0.922542,2.00082,-5.94109,1.95917,4.10585,77.0361,0.697222,-0.585835,48.9544,0.659114,7.91924,0.562841,-4.48585,-1.36469,93.6628,0.0777778,74.271,18.9914,2.18122,70.3794,17.5778,142.259,20.1171,0.761804,0.437608,0.0152044,137.188,1.28768,53.5314,9.90651,0.0088831,0.190271
9,1,0.408142,0.511111,1,0.789009,0.455024,0.447915,0.937332,0.0174968,0.201461,61.3438,51.6451,59.1673,56.2096,55.7267,56.9354,2.18707,2.40139,2.19624,48.1418,6.70559,-3.45625,17.6735,2.34626,2.09415,1.46423,-0.459523,-0.994886,49.095,0.104167,-1.17396,58.8613,0.681174,24.331,0.11335,2.33173,0.728032,92.4673,0.15,120.552,69.691,0.0588684,12.0602,4.35707,206.115,21.9001,0.688279,0.209448,0.144814,83.1749,-1.07322,34.1402,18.8189,0.0670775,0.0952327
0,0,0.0668461,1,0.105556,0.490947,0.0409661,0.872034,0.0897697,0.0857934,0.366721,144.325,145.066,170.05,9.39254,6.16949,6.01509,2.06837,0.228164,-6.79604,80.4581,2.60167,-7.29939,1.41846,0.505122,1.94572,0.298477,0.630743,3.22123,51.7415,0.480556,1.42687,46.0664,0.35648,2.16904,0.143178,-0.2033,0.57784,66.3598,0.366667,108.934,64.2575,-1.26415,58.6897,22.4824,126.825,29.331,0.602115,0.275294,0.205752,82.7965,0.947395,59.375,16.4376,0.0335359,0.260203
1,0,0.024974,0.120833,0.521875,0.0341697,0.236763,0.0966098,0.428029,0.0993222,0.603964,92.6215,96.2789,89.2284,51.2468,51.0298,51.7896,0.024028,0.0158279,0.0306768,64.228,-2.68668,3.37674,16.6006,1.58384,2.04061,-0.270566,-0.952874,0.886895,67.1692,0.669444,-2.00193,33.8819,0.25924,12.3161,0.21148,-0.0372232,0.621356,121.39,0.135417,153.127,18.4763,0.85156,70.6133,11.6419,91.0444,62.2861,0.169265,0.145474,0.0408445,106.362,-2.12269,22.5768,11.0185,0.00972222,0.610865
2,0,0.0777083,0.316667,0.322222,0.278411,0.833042,0.273647,0.284785,0.0290438,0.23843,135.135,132.558,102.676,23.5169,22.9149,21.6188,-0.406049,-0.461898,-0.0295691,76.5512,-3.0606,10.7965,5.67671,1.24653,2.45375,-0.822919,0.964827,-0.387337,82.4035,0.116667,-2.71276,8.05776,0.460612,13.3186,0.444942,1.93704,1.02193,117.917,0.686111,59.6343,32.0331,6.134,41.0618,3.82429,101.692,23.6488,0.501044,0.226669,0.0285854,111.861,-0.416173,8.45824,18.4795,0.144144,0.208552
3,0,0.146029,0.310417,0.68125,0.88586,0.350305,0.247433,0.644147,0.0352653,0.309464,68.2147,70.2462,71.9263,33.3858,34.5704,36.2302,2.93719,2.90175,2.94075,58.0808,-0.378656,-0.986535,9.37405,1.12208,1.48494,2.43508,-0.00910491,-0.108366,84.065,0.99375,-2.44099,29.9297,0.209443,9.81079,0.312334,1.45387,3.50178,110.857,0.680556,122.246,20.7148,-1.9542,28.1879,3.21548,142.847,8.49272,0.810564,0.455288,0.0241966,91.5211,1.42917,64.9924,1.62697,0.0648843,0.440833
4,0,0.15248,1,0.2625,0.440098,0.0918334,0.983731,0.212279,0.0542248,0.419122,202.348,212.183,224.672,16.5646,14.0863,11.5312,-0.292426,-0.273372,-0.236791,92.8443,-0.534231,-3.5078,2.49813,0.459396,1.00998,-0.342075,-0.205675,-0.410048,69.226,1,4.40612,30.9341,0.283297,8.13628,0.309807,6.27772,0.292268,121.725,0.5,142.119,57.4381,0.392881,36.4961,15.9027,59.085,14.576,0.0697068,0.322797,0.0408525,153.212,-0.345135,26.3669,14.8178,0.363559,0.51721
5,1,0.0339178,0.197917,0.261111,0.19075,0.828982,0.165978,0.217434,0.0455554,0.343673,144.901,116.384,129.062,41.5924,35.996,35.0343,0.00777794,0.891879,0.517739,74.335,8.33155,-1.89362,8.11881,9.24307,4.87484,0.183259,1.13024,0.295893,61.9741,1,5.01463,10.6573,0.201565,22.3737,0.243689,0.358173,0.169564,125.142,0.413889,216.162,59.9204,0.677758,26.685,14.6963,105.205,25.8475,0.814661,0.881268,0.0944785,145.73,0.691774,7.61158,3.32779,0.392037,0.66142
6,1,0.100249,0.866667,0.222222,0.553509,0.500922,0.774909,0.15149,0.0528777,0.479477,85.7418,51.4644,41.6034,36.5152,36.454,32.7955,1.08058,2.00723,2.15184,52.7101,12.5605,13.0414,11.9218,12.4956,8.75504,0.948199,0.615722,0.306849,76.6476,1,4.31689,23.158,0.673943,2.45437,0.188417,-0.863457,0.733624,113.326,0.391667,206.041,17.0236,0.812974,30.7381,15.8284,145.918,57.1458,0.933055,0.426052,0.0530974,148.966,-2.78554,66.0052,17.1666,0.0255324,1.00751
7,1,0.0906829,0.594444,0.28125,0.353925,0.848054,0.455538,0.242301,0.0324186,0.457598,146.817,166.86,60.0997,23.6272,22.8655,26.3586,1.17366,0.0488846,3.59773,82.0112,-16.2603,38.2686,4.74487,4.12756,7.3538,-0.0954154,2.66864,-1.78731,61.2064,0.135417,19.2585,10.9802,0.157044,19.0438,0.250573,0.661934,2.11253,166.57,0.391667,108.529,36.8679,0.2863,14.768,14.7995,204.472,41.0852,0.218972,0.439439,0.0612745,93.9672,-0.307498,33.1454,10.3734,0.0271296,0.228902
8,1,0.0530208,0.23125,0.258333,0.747225,0.122838,0.217334,0.24473,0.0409299,0.112467,201.097,207.925,210.642,21.0288,21.126,22.4793,-0.466089,-0.726629,-0.858341,92.0179,-0.90251,-1.02672,3.8491,0.658615,1.24547,-1.47015,2.28224,6.29777,70.5978,0.0583333,3.24152,10.7201,0.369498,14.5531,0.349479,3.12514,2.4603,176.454,0.294444,99.5856,44.2389,0.0900001,32.9829,5.27762,120.628,14.4533,0.657783,0.321746,0.047972,92.8247,-0.0860549,35.0857,13.5556,0.0484607,0.193559
9,1,0.0679398,0.2625,0.319444,0.515543,0.646663,0.241557,0.283953,0.0364566,0.189786,109.115,105.858,104.109,57.9831,56.2454,54.5305,0.407351,0.44056,0.448738,67.7026,0.721294,0.85645,16.1965,2.81661,5.3331,-0.20138,1.99682,0.555511,50.5787,0.2875,-8.22964,12.469,0.384396,5.40917,0.194695,2.4371,1.78587,101.159,0.727778,191.085,3.48542,-0.65968,22.5864,11.177,138.799,42.3941,0.73729,0.281382,0.028748,116.914,0.86654,23.6037,16.4101,0.12136,0.630063
10,0,0.0124132,0.208333,0.0861111,0.502718,0.0355128,0.203168,0.0762616,0.10676,0.308065,224.821,223.306,223.941,7.10386,6.28319,6.5913,-3.79858,-4.49585,-3.97408,95.0301,0.289597,-0.0601267,1.11101,0.451768,0.357771,-4.61637,-0.775243,-0.446965,51.8434,1,-1.5983,17.6778,0.192017,7.51167,0.234403,1.28213,0.0167978,86.4783,0.7125,156.5,59.8185,0.710219,11.9098,11.8135,198.864,37.8678,0.529939,0.589905,0.0256557,93.116,-0.095299,24.6638,10.4911,0.00291667,0.342344
11,0,0.00308449,0.0520833,0.0722222,0.568371,0.834647,0.0467218,0.0644349,0.138837,0.18,131.749,129.075,119.488,44.675,50.2179,54.1662,0.805295,0.763037,0.636288,74.9627,-0.389607,4.50612,11.5913,2.99296,5.41645,0.0598427,-0.86539,1.5413,78.601,0.0708333,3.64943,19.5051,0.165749,6.71752,0.11243,6.52074,0.440386,163.82,0.397222,80.35,50.5957,0.646932,16.6758,12.6769,136.029,46.8701,0.327145,0.314254,0.0698549,73.2848,-1.82714,29.8599,13.9396,0.0114641,0.424799
12,0,0.0215741,0.180556,0.185417,0.919117,0.742283,0.164623,0.154519,0.0675966,0.355575,148.673,147.183,131.11,55.1133,54.4988,53.9186,-0.457677,-0.462806,-0.428434,78.4928,-1.68744,5.77173,13.8674,1.781,2.65131,-0.917033,-1.10682,2.56783,80.0961,0.252778,1.47485,30.9957,0.158281,18.8606,0.362318,6.12701,-0.586804,170.396,0.554167,81.3808,21.9429,0.319127,10.3631,19.4454,85.6357,19.8361,0.0914374,0.540781,0.0223909,218.875,0.330852,6.73846,20.6591,0.27162,0.382509
13,0,0.0600868,0.286111,0.279167,0.119338,0.117502,0.255721,0.255144,0.0385245,0.247718,253.906,251.894,254.84,1.06949,1.14551,1.33974,-19.6005,-18.8683,-16.7936,99.6247,0.520269,-0.515863,0.178887,0.0289791,0.0945562,-19.8006,-10.1213,8.59369,69.8362,0.783333,-1.67363,9.56954,0.28259,22.5329,0.195548,0.0198158,0.128333,145.417,0.791667,85.3566,25.0853,0.636875,48.1275,5.20161,125.263,43.7424,0.539041,0.31137,0.0255119,109.65,2.68082,40.674,12.3143,0.0203299,0.134594
0,0,0.0428762,0.485417,0.111111,0.45971,0.947329,0.450176,0.102894,0.0734242,0.205043,34.5748,34.7962,28.2323,26.0648,25.2498,21.6718,0.667797,0.424738,0.690723,38.7389,-1.96019,5.10357,16.9943,2.9885,4.42237,-0.320404,1.74741,0.460681,43.497,0.85,-6.10344,63.1007,0.451383,10.7217,0.177066,0.663136,-1.01373,130.545,0.363889,35.2341,25.9437,-3.06429,14.2603,5.78512,209.69,68.4288,0.643112,0.0729365,0.0480009,202.829,0.0108942,33.7615,5.47977,0.0144965,0.101272
1,0,0.0606192,0.938889,0.10625,0.389377,0.0375839,0.843878,0.0839094,0.0686396,0.392331,182.127,210.739,248.099,20.5413,20.3388,20.3672,-2.2983,-4.14382,-7.63889,92.102,-1.44727,-10.1278,4.49071,0.97046,2.89341,-6.57725,-0.0116063,0.980531,70.4805,0.0395833,2.90329,48.6874,0.135753,15.6853,0.235384,0.0645011,1.81015,98.6736,0.341667,27.9554,12.3335,0.280189,46.8957,8.53511,87.4924,33.389,0.923937,0.297716,0.0655308,133.729,-0.531671,47.3992,21.6772,0.181343,0.191062
2,0,0.109792,1,0.172917,0.484621,0.283719,1.07813,0.138977,0.0482817,0.36506,171.256,164.31,174.863,14.4709,12.2193,11.901,-0.375922,-0.510536,-1.05684,84.5796,2.40667,-2.44465,2.59435,1.09525,2.25466,-2.66577,10.5057,-0.675198,57.0705,0.08125,-1.23021,17.9243,0.160151,8.20182,0.298934,-1.94155,1.46248,254.884,0.575,82.8494,20.1844,1.60653,9.14531,8.82667,105.281,26.1193,0.301035,0.217714,0.0512328,109.895,0.505536,25.8356,4.93431,0.140301,0.884549
3,0,0.202153,0.575,0.761111,0.375428,0.37586,0.436158,0.632786,0.0311462,0.538083,123.334,95.0971,79.8461,57.5839,57.309,51.3508,0.377286,0.454558,0.545749,65.7639,6.78365,10.0184,16.2457,3.8183,5.05934,0.179824,0.0537796,-1.88076,66.2263,0.14375,0.360865,52.1081,0.450288,1.71003,1.06111,0.15469,0.0790541,134.376,0.23125,138.726,36.3244,0.503783,25.7376,2.73047,90.6698,40.307,0.769089,0.465785,0.0242713,79.9867,-1.73083,48.4558,6.74203,0.0455845,0.423913
4,0,0.310075,1,0.404167,0.457111,0.167815,0.929238,0.363055,0.0229746,0.232804,91.3668,149.13,214.707,22.9648,20.2476,11.5925,0.643383,0.409223,-0.0791439,79.1305,-4.97063,-21.9718,4.46173,0.645002,4.04362,0.321233,-0.232975,0.708661,56.2784,0.754167,-11.3017,43.4904,0.657338,6.49242,0.475334,1.97204,2.87973,104.775,0.505556,83.6348,71.3106,0.287184,7.91058,20.2281,111.254,24.5194,0.539176,0.746825,0.0416553,251.983,0.478422,34.6911,15.1778,0.389497,0.318445
5,1,0.435573,1,0.608333,0.51194,0.244122,1.02039,0.489837,0.0161957,0.28399,152.84,116.667,81.0985,57.482,61.5354,57.3135,0.120782,0.378037,0.66054,72.1078,5.1963,19.5362,15.2181,3.55706,6.65967,0.0914421,-0.0427673,-0.0449929,87.2976,0.95,3.68627,66.4673,0.297683,13.6148,0.269223,-0.944426,-0.11891,76.4207,0.75,220.763,53.4055,0.639393,50.5331,0.986985,116.792,28.2413,0.708887,0.114973,0.0624626,85.0372,1.21917,54.6005,17.7944,0.486314,0.112582
6,1,0.0673958,0.166667,0.56875,0.929759,0.444817,0.158589,0.441725,0.04757,0.289011,131.96,98.9679,70.1128,24.3012,21.6727,18.9122,-0.343626,-0.345122,-0.208655,69.5322,4.69602,15.9435,6.38852,1.95346,3.13662,-0.781114,1.44852,0.182947,67.5299,0.233333,3.42263,76.5206,0.0933718,9.36214,0.302499,-0.182128,1.12743,41.5541,0.527778,172.643,18.074,1.34293,11.0863,12.243,137.437,22.3276,0.201222,0.156154,0.0535662,137.008,-0.083556,32.6849,3.77313,0.0755671,0.415718
7,1,0.0382813,0.313889,0.1625,0.52483,0.0716569,0.279095,0.144591,0.0474679,0.249489,182.775,131.162,105.334,50.5105,58.0531,48.8423,-0.764278,0.105176,-0.106582,77.2759,9.62869,14.2043,13.1749,12.2754,12.7887,-0.637578,0.867787,1.44969,26.1851,0.64375,5.2666,58.4146,0.300204,21.8054,0.382586,-0.0906528,0.910786,112.841,0.189583,248.356,39.6773,0.976328,33.5538,5.58223,88.3801,49.6541,0.462719,0.583438,0.0266849,75.1973,0.203815,9.82161,9.27986,0.0139757,1.10355
8,1,0.159108,0.3125,0.625,0.733879,0.448884,0.315527,0.59062,0.0377266,0.185367,64.1658,70.9838,82.4223,44.8798,45.0896,49.0671,1.11319,0.974669,0.582608,56.0512,-0.386384,-6.19593,16.1326,2.13722,7.91123,0.0909683,3.08368,0.465078,87.3832,0.4,2.24551,45.4514,0.810772,5.60494,0.249983,-0.923262,-0.916969,123.724,0.161111,113.456,35.2454,-0.348007,15.5124,6.8174,226.825,33.1449,0.838585,0.333598,0.081867,133.874,0.411026,64.0307,13.9849,0.201348,0.785532
9,1,0.0734375,0.29375,0.447222,0.864114,0.524372,0.250792,0.352343,0.0403467,0.440994,151.556,146.692,81.7593,47.9439,49.2163,44.2237,0.144941,0.131459,0.731982,78.3704,-6.45908,25.2709,11.2182,4.5648,9.77329,-0.350021,0.600882,0.875201,66.2116,1,1.3343,34.4707,0.163856,16.9596,0.250069,-1.95578,0.723032,115.221,0.697222,74.7346,29.0677,2.25954,37.187,6.01039,78.2249,12.0611,0.767885,0.122181,0.0288637,191.601,0.27621,57.2645,16.5531,0.00765046,0.179018
0,0,0.165801,1,0.3125,0.609624,0.904663,0.968336,0.242802,0.0428005,0.469438,128.9,121.542,102.501,18.4052,17.9558,18.315,-1.29069,-1.16007,-1.02419,74.401,-0.687039,7.64337,4.9291,0.934961,1.438,-1.9148,-1.09816,1.42012,90.6084,0.372222,1.056,13.2526,0.459446,7.46979,0.367963,2.40679,1.79267,99.5075,0.566667,176.405,42.0942,-7.69253,37.1475,4.32759,250.882,41.5802,0.434694,0.435344,0.0515982,165.574,0.964766,47.0243,21.2305,0.0590856,0.582252
1,0,0.124016,1,0.152778,0.518308,0.0675174,1.00857,0.127528,0.0485301,0.188258,253.09,253.412,253.407,3.98473,2.54205,2.28272,-6.86522,-6.28205,-5.78927,99.7466,-0.0484975,-0.0164639,0.435983,0.250514,0.236009,-6.76423,-5.22384,-4.08142,89.698,0.483333,3.12082,39.4017,0.360537,17.0191,0.245526,-0.361515,1.33699,118.748,0.980556,63.5238,29.7938,2.35032,53.518,6.81384,25.4313,8.35659,0.0634691,0.408402,0.0558616,92.9295,0.544083,55.5606,10.2799,0.0615162,0.762625
2,0,0.133003,0.370833,0.516667,0.477822,0.513657,0.31141,0.415543,0.0218422,0.305817,38.1905,38.8952,40.7701,32.7101,31.2918,32.9058,2.65468,2.91655,2.78478,43.1778,-0.317856,-1.38844,12.4834,3.12407,2.80383,1.58798,2.23361,-0.551829,49.5988,0.43125,-4.72547,20.6996,0.420643,4.57777,0.58628,8.59593,-1.38549,192.359,0.294444,112.18,23.5143,-0.494996,46.2976,0.0443719,59.9194,38.0767,0.194109,0.479826,0.0259499,208.489,-0.320279,22.6973,17.2978,0.276667,0.872609
3,0,0.0395197,0.1,0.694444,0.378577,0.456899,0.0626669,0.683468,0.0799531,0.430917,147.328,120.055,120.98,32.8318,35.8384,37.4118,1.03561,1.77349,1.25049,74.9882,6.6265,2.22198,7.93752,2.26731,5.11243,0.632722,-0.965943,0.590012,92.0479,1,0.220517,14.7232,0.0603763,16.5622,0.868116,0.0763476,-10.6759,176.37,0.241667,159.835,27.2222,-0.168459,9.46652,5.27519,169.402,6.84691,0.469464,0.229973,0.0587748,240.136,-0.922816,13.748,11.6865,0.384925,0.129637
4,0,0.25934,0.7375,0.555556,0.623828,0.373127,0.642206,0.454419,0.0194136,0.367034,137.057,137.398,135.985,25.0586,25.2531,27.2711,0.786722,0.608585,0.414536,78.0028,-0.256259,0.527707,5.73844,0.65993,1.72749,0.128095,0.266184,0.82895,87.2566,0.1625,-0.33938,28.2581,0.211882,5.522,0.351215,-0.611249,-0.41738,63.7706,0.14375,122.58,15.2434,-1.34794,36.9383,2.62401,245.73,22.5284,0.544967,0.343035,0.0217948,149.145,2.15791,21.2929,1.02737,0.00407986,1.02247
5,1,0.00235532,0.0479167,0.0555556,0.392977,0.384002,0.045939,0.0502784,0.174447,0.115217,187.641,159.953,145.202,49.9296,63.6904,65.2923,-0.32077,-0.0246672,0.30595,82.5857,4.91976,7.17528,13.2082,4.88502,4.49889,-0.440068,0.804536,-0.00882865,85.7876,0.880556,0.153927,7.29643,0.123693,9.11205,0.501646,0.552454,0.271591,169.786,0.214583,132.848,67.2242,-0.71354,74.5026,7.39918,72.5689,24.4653,0.457683,0.484309,0.0505499,84.4173,0.567952,16.477,18.2324,0.00260995,0.992779
6,1,0.572124,0.916667,0.880556,0.413752,0.526949,0.746436,0.767473,0.0134125,0.291203,114.82,124.219,108.891,52.3994,48.309,46.6571,0.355135,0.0165725,0.422826,72.8087,-4.25548,4.89716,12.5588,9.05344,6.28355,-0.554163,-0.263514,0.634297,77.4214,0.122222,1.42054,5.54743,0.0961524,7.21485,0.120396,1.22775,-0.756484,147.35,0.558333,101.608,33.7027,1.14441,66.207,5.43297,149.46,34.507,0.454002,0.177261,0.0405946,132.143,0.297889,58.4625,10.2009,0.086875,0.286209
7,1,0.167211,0.855556,0.425,0.373709,0.128989,0.728504,0.288372,0.0327057,0.540139,227.738,213.17,178.826,21.7668,25.3467,31.6018,-4.08927,-3.24878,-2.20803,93.1499,-0.580311,9.77277,5.21398,0.741336,4.33143,-4.52335,3.37373,2.29497,40.3522,0.204167,-3.97261,21.8313,0.120111,9.17012,0.145931,3.53066,-1.38627,100.51,0.236111,102.56,31.5817,-0.307748,64.0349,10.7557,55.8954,39.7386,0.394904,0.163536,0.0386112,243.504,3.81693,55.1891,10.4687,0.0456308,0.0581923
8,1,0.0481134,0.291667,0.205556,0.233527,0.904836,0.25937,0.186262,0.0418571,0.19749,69.7718,52.29,48.1976,45.7916,44.1383,45.0148,1.01086,1.64345,1.38455,49.1734,6.93044,9.00469,18.08,9.19605,10.7351,0.050628,1.06694,0.744032,72.6369,0.0395833,6.1534,38.8086,0.165081,12.1048,0.378675,-5.94598,-0.07777,58.6909,0.102083,239.744,2.93191,0.0722923,30.2509,17.7639,142.078,16.8006,0.537591,0.5016,0.0658373,148.48,1.75032,26.7967,10.5589,0.00608796,0.0580102
9,1,0.0178935,0.1375,0.302778,0.790732,0.529545,0.0923327,0.274318,0.0954075,0.570197,124.705,123.572,115.826,37.6363,37.994,38.1065,-1.6463,-1.63625,-1.51371,73.356,-0.747731,3.269,13.0909,0.834135,3.08279,-2.20012,-1.09067,5.29216,80.0069,1,-0.4276,11.8026,0.118662,6.9128,0.51943,-3.91789,0.566066,82.6193,0.19375,122.153,20.8952,0.321462,22.7626,15.3965,76.7405,41.7679,0.469411,0.705387,0.0146113,60.1926,-1.41108,8.57465,3.85407,0.0917188,0.189875
0,0,0.468889,1,0.511111,0.494585,0.236547,1.00038,0.472843,0.017069,0.0826087,120.304,148.452,180.701,31.8153,22.8767,14.9358,0.0684589,-0.0410527,-0.277814,79.7546,-2.48046,-11.5214,5.39503,1.47287,4.20179,-0.164125,-0.318055,0.216071,63.0249,0.25,8.02279,63.1434,0.476151,0.488404,0.197566,-4.06735,0.780678,188.394,0.252778,43.4218,77.4764,1.52189,15.7827,3.15643,106.938,49.9309,0.516208,0.286819,0.0148506,61.1267,-0.128214,53.6148,8.20051,0.0226447,0.952293
1,0,0.336908,1,0.3875,0.502143,0.183787,1.01445,0.349723,0.0246961,0.130561,207.627,202.787,195.04,22.0925,23.6058,24.7208,-0.709348,-0.531278,-0.391351,91.389,0.13609,2.24696,4.2329,0.534213,0.918103,-0.702633,0.0644866,-0.0921695,93.9787,0.13125,-2.10978,8.18417,0.223054,16.9638,0.568101,-0.123068,0.883657,121.56,0.563889,238.388,27.9377,0.706201,10.359,10.7883,199.677,59.8008,0.506046,0.790802,0.0488482,79.144,-1.7088,33.6411,8.72445,0.299491,1.05557
2,0,0.0202778,0.291667,0.116667,0.105654,0.183199,0.225348,0.0988231,0.0930365,0.404082,230.423,235.721,240.33,7.6956,4.51083,3.64977,-0.883238,-0.124604,0.35728,96.8672,-0.438892,-1.30002,0.782051,0.512105,1.01107,-0.275754,-0.363615,-1.73677,78.6466,0.244444,0.400494,35.9646,0.40526,4.89706,0.30175,2.09049,2.2361,197.852,0.43125,103.568,55.2626,-0.630557,42.9962,2.15134,172.991,25.894,0.536213,0.308612,0.0283814,107.257,0.169506,45.6412,6.67953,0.0113079,0.085073
3,0,0.328154,1,0.441667,0.506787,0.832857,0.975599,0.352995,0.0264351,0.25701,207.674,191.32,169.762,21.4159,22.7678,24.1076,-1.95786,-1.85522,-1.54334,89.567,0.873921,6.79261,4.57851,0.517027,1.49693,-2.62474,2.4247,1.20857,63.449,0.995833,0.0128993,33.3216,0.0713032,9.50789,0.115231,3.08263,3.3632,135.126,0.530556,157.245,31.5551,0.0906623,8.86036,8.48501,166.179,38.2945,0.794688,0.573462,0.0385171,81.1086,1.86336,59.4863,15.6104,0.0609838,1.12022
4,0,0.0275289,0.35,0.136111,0.278034,0.744315,0.333192,0.0947825,0.0803027,0.422133,84.0456,101.244,107.834,33.5344,31.0916,33.0235,0.097481,-0.435666,-0.219901,67.1847,-3.96016,-4.30609,10.1985,4.16934,5.27637,-1.23651,-0.500771,-0.586416,94.9385,1,-3.16278,13.8637,0.198874,17.7898,0.0442786,8.67386,0.260246,105.514,0.225,17.373,29.1475,1.13111,5.407,19.1604,82.419,44.4025,0.1249,0.565677,0.193347,181.687,3.98938,10.344,10.4817,0.137755,0.446914
5,1,0.200388,1,0.214583,0.490243,0.101488,0.999776,0.201879,0.0261934,0.0661543,82.9629,85.8471,86.063,26.9764,28.0349,29.4408,0.415753,0.451315,0.421543,63.5168,-0.842885,-0.229036,8.97071,1.38571,3.00043,-0.207185,-0.3308,0.292875,40.7241,0.96875,5.69036,32.882,0.162246,8.05979,0.621195,2.17109,0.60488,164.586,0.333333,124.416,40.7087,-1.06012,24.5557,10.1544,121.278,25.1099,0.494643,0.700064,0.140826,221.557,-1.93187,59.7392,0.244841,0.0667187,0.901278
6,1,0.01614,0.172222,0.127083,0.787841,0.646915,0.143983,0.119758,0.0810326,0.26256,177.959,170.248,155.56,28.9305,32.5923,32.7944,-2.42595,-1.92901,-1.4645,84.9382,0.129165,4.80818,7.86348,1.51293,2.18133,-3.01059,3.12849,0.577052,76.5911,0.8625,0.463225,3.768,0.103051,1.44209,0.172341,7.19251,2.09229,170.462,0.0305556,165.861,68.6432,1.90398,13.2704,12.3939,85.8026,65.6442,0.271188,0.398643,0.0741794,139.385,2.36572,39.9876,16.1843,0.0451852,0.174472
7,1,0.00586227,0.0666667,0.105556,0.969593,0.206197,0.061322,0.0972033,0.121422,0.166941,93.8618,72.5962,56.2192,42.2925,35.6648,32.742,-0.360919,-0.533348,-0.192537,58.5301,5.06364,12.2463,15.621,5.21752,14.0049,-0.966437,1.77343,1.92998,42.2249,0.36875,-5.40655,28.1401,0.143797,9.41952,0.30035,15.5722,0.705867,108.585,0.161111,254.493,5.94353,1.47015,65.7625,0.666568,145.087,70.6954,0.556025,0.466206,0.0209756,152.778,2.25133,32.9921,16.7068,0.0385547,0.348484
8,1,0.294601,0.99375,0.677778,0.453441,0.202779,1.11794,0.515943,0.0311549,0.562609,178.302,162.2,158.633,33.0866,35.9857,37.7557,-0.578307,-0.295687,-0.13091,83.8593,2.90438,2.30091,7.4812,2.78531,2.84703,-0.754933,1.3668,0.0982169,62.8819,0.254167,7.62142,47.2249,0.176378,7.98642,0.701387,9.32525,-7.0733,118.435,0.133333,118.656,46.3999,2.78486,14.0381,15.8383,91.6779,16.061,0.548573,0.242582,0.0392359,81.2747,1.86336,78.6003,8.16781,0.110394,0.133463
9,1,0.00499421,0.0770833,0.075,0.127499,0.713435,0.0721334,0.067964,0.122827,0.136136,56.6304,32.8019,23.8876,45.7434,26.3511,21.1803,1.98512,3.48123,4.60037,42.3751,9.13804,11.9257,12.3508,7.31735,12.1724,1.20277,1.37791,2.07515,60.1062,0.286111,-3.95739,2.08848,0.324986,20.3997,0.0555157,3.7226,-1.40703,50.8365,0.0666667,133.535,67.2244,0.036851,25.0293,9.3161,108.035,46.5566,0.43404,0.279746,0.0360067,152.262,-1.25859,41.8237,15.5604,0.0217651,0.173895
0,0,0.435631,1,0.64375,0.533642,0.718182,1.08452,0.609839,0.0255324,0.323292,158.616,137.528,98.0919,37.7873,36.1694,31.2233,-0.805558,-0.677595,-0.501028,77.9171,0.0924906,15.8756,9.34217,1.49922,3.47414,-1.37168,-0.659414,2.73555,66.9304,1,-3.31247,16.5989,0.203415,14.9814,0.178429,-5.09582,0.0481158,155.119,0.15,105.615,23.0051,4.00002,54.8603,6.18848,74.7084,66.8661,0.314132,0.330017,0.11375,88.1164,0.0749581,47.3036,6.08106,0.123287,0.105787
1,0,0.0613194,0.216667,0.461111,0.858398,0.811884,0.176132,0.418875,0.0419026,0.386237,42.7759,41.2617,37.374,29.3367,27.4439,18.559,1.92414,2.0753,3.01437,44.9024,0.262962,1.29233,11.7957,2.46642,7.54169,0.920603,0.210449,0.283052,63.1894,0.1625,8.87789,51.324,0.434226,3.40686,0.0948344,0.992061,1.26076,105.951,0.119444,117.816,54.5864,-1.0099,30.813,13.5181,85.2046,24.7514,0.420009,0.104716,0.0704372,130.68,0.161526,7.96119,7.62571,0.0116377,0.701754
